pdb,radius,compactness,openness,n_pocket_res,PC1,PC2,PC3
7ba3.pdb,6.251578330993652,2.2416863441467285,7.855022430419922,5,-2.0088290185892337,1.0678385926809038,1.3935083217655886
7ba5.pdb,6.702457904815674,1.993599534034729,7.912627696990967,7,-0.7997032878494482,1.3612418263937869,1.4755254391362411
7ba6.pdb,6.205368995666504,1.96671462059021,7.92357063293457,5,-1.5363335584504243,1.0621933423146748,0.702763723723862
7ba7.pdb,6.486576080322266,1.969138503074646,7.990508556365967,6,-1.0815311954995304,1.52693263279297,0.9627638036687909
7ba8.pdb,5.999208927154541,1.977015495300293,7.639616012573242,4,-1.9358389795277753,-0.25573094862379825,1.0305297849912338
7ba9.pdb,6.566810131072998,2.101859331130981,7.993147373199463,6,-1.2109480193047093,1.7172626401800468,1.3024141962284879
7baa.pdb,6.397521018981934,2.102482795715332,7.991803169250488,5,-1.481712429633,1.6034788578841719,1.0670596534682084
7bab.pdb,6.253598690032959,1.7443944215774536,7.789088726043701,5,-1.052627382817815,0.31311371745280886,0.6673248993920347
7jhd.pdb,6.486459732055664,1.4540951251983645,7.931148052215576,16,-0.09308998688138574,0.7814294868142349,0.18863668380760185
7kbs.pdb,6.2838521003723145,1.3596813678741455,7.969107151031494,13,-0.22531055604713313,0.7202758695382678,-0.34302898662158743
7n9o.pdb,7.402208805084228,0.2621023952960968,7.694200992584228,3,3.633668570951632,-0.774788674460588,-0.09738174140606723
7ndo.pdb,5.267088413238525,1.7507007122039795,7.053905963897705,12,-2.7677072678944583,-3.4094681147474324,0.8404175525528712
7nel.pdb,5.576834678649902,1.8089327812194824,7.973188877105713,14,-2.221054355462111,0.715609261207361,-0.5663185254317491
7nfb.pdb,5.725240230560303,1.2784353494644165,7.558283805847168,13,-1.030900504826705,-1.4461942611429512,-0.40475687256902076
7nfw.pdb,6.236856460571289,1.276195049285889,7.79067850112915,6,-0.17046707219961174,-0.14140189662247252,-0.17752126040596422
7niz.pdb,6.919107437133789,0.3727754652500152,7.389082908630371,4,2.5949890945923575,-2.263104764876902,0.059058096621134044
7opw.pdb,6.126857757568359,1.3510633707046509,7.917373180389404,14,-0.46773182284161147,0.39335949930376185,-0.4704635989847943
7oq7.pdb,6.881221771240234,0.684959888458252,7.521480083465576,5,1.9529852677861856,-1.4296997363837873,0.2704999240665323
7oq8.pdb,6.848401069641113,0.9704167246818542,7.739078044891357,5,1.3863698175043022,-0.2600668044437548,0.26203093501808605
7pwt.pdb,6.546426773071289,0.927052080631256,7.718657970428467,6,0.9864179797153245,-0.5816958377934355,-0.1973218510894221
7pwz.pdb,6.381435394287109,0.8639535307884216,7.627382278442383,5,0.8298114960546417,-1.1326321517927171,-0.34750627724056665
7qvj.pdb,6.3739094734191895,1.362526774406433,7.993984699249268,14,-0.08304921971417441,0.8855849134452749,-0.26343306975776176
7qvl.pdb,6.39001989364624,1.3915542364120483,7.942594528198242,14,-0.12307561299222126,0.7075098977251619,-0.08115644532524598
7r62.pdb,6.37249231338501,1.1648714542388916,7.750346183776855,10,0.2539996796403383,-0.3311919425908683,-0.09486187588690577
7rke.pdb,6.4618730545043945,1.3791029453277588,7.986373424530029,14,0.02333946165996308,0.9259838544709855,-0.09402855589722343
7rnm.pdb,6.398289203643799,1.378107666969299,7.864023685455322,14,-0.09809280782091573,0.3691057854713506,0.07339242821226834
7rrz.pdb,6.528222560882568,0.765649139881134,7.561605930328369,6,1.2421360286315337,-1.4098522217178886,-0.1724743022893985
7rs0.pdb,6.112040996551514,0.8164888620376587,7.639701843261719,7,0.4955884036249015,-1.2994499371205956,-0.837284445061722
7rs1.pdb,6.292230606079102,0.6324446797370911,7.162929534912109,6,1.0528069685895787,-3.3679737388196442,0.10534553231670964
7rs2.pdb,6.886096477508545,0.782582700252533,7.887725353240967,6,1.8378012748164296,0.20922244651064004,-0.32749238440888095
7rs7.pdb,6.897376537322998,1.0043379068374634,7.973923683166504,8,1.4410957010513952,0.7927075124316284,-0.1066991983708678
7rs8.pdb,6.682458400726318,1.0179954767227173,7.581517219543457,9,1.0014550864176144,-0.9841871525939702,0.4441613828155515
7rs9.pdb,7.051697254180908,0.8623654246330261,7.877578735351562,7,1.9445898522967495,0.349620841379461,0.0674241654997643
7sfo.pdb,6.452167987823486,1.384720802307129,7.946431159973144,14,-0.010252120204734453,0.7570015251576313,-0.013369288498442874
7t2x.pdb,6.318727493286133,1.342457890510559,7.655445098876953,12,-0.19335334897788783,-0.5943928486562532,0.34025788835675846
7te7.pdb,6.885964393615723,0.8812071681022644,7.956281661987305,7,1.6586639940441739,0.5926419943367737,-0.30055455618122845
7uj7.pdb,6.841234683990479,0.7531781196594238,7.849123001098633,6,1.8164829078314042,-0.010393256600967706,-0.3605383730164008
7uj8.pdb,6.46820068359375,1.342926025390625,7.954165458679199,14,0.09775698291655638,0.759648413690388,-0.08008590601684885
7ujc.pdb,6.30458927154541,1.3536943197250366,7.851970672607422,13,-0.2019696109307597,0.2346972041194215,-0.076177177477117
7ujf.pdb,7.293045043945312,0.2866635620594024,7.656919956207275,3,3.405579952931584,-0.9782185693682558,-0.12985245922519723
7ujm.pdb,7.376374244689941,0.3569852113723755,7.910511493682861,4,3.4477277589304776,0.21055914404571255,-0.42613036844579927
7ujo.pdb,5.736161231994629,1.4811627864837646,7.812901020050049,8,-1.3606792934279175,-0.1722141470556033,-0.5742785868033086
7ujw.pdb,5.970182418823242,0.57889723777771,6.549079895019531,2,0.5329442404331741,-6.2105910357721115,0.856222037630806
7ujy.pdb,7.280569553375244,0.3582572638988495,7.830514430999756,4,3.2783269726443094,-0.18652914744718338,-0.38996074769264616
7wnv.pdb,7.021454334259033,0.6796848773956299,7.8369832038879395,6,2.2435863235316513,-0.016464383313375,-0.2084690792405445
7y8f.pdb,6.5650482177734375,1.2735540866851809,7.950328826904297,13,0.38573968201756537,0.7389530892132852,-0.056243174472489076
7y8g.pdb,5.543336391448975,1.1942657232284546,6.943273067474365,12,-1.2686078199698685,-4.233154779858295,0.49318282162778615
7ymk.pdb,6.423873901367188,1.2515618801116943,7.819586753845215,10,0.18009335128771434,0.07671077895104962,-0.017403861151532474
8afn.pdb,6.31135892868042,0.9549041986465454,7.856273651123047,5,0.583403296785136,-0.12651684789367384,-0.7722948570941313
8ai0.pdb,6.772464752197266,1.0616744756698608,7.916508197784424,8,1.120701049226792,0.5259321826502582,-0.06155207465098118
8alr.pdb,6.002594470977783,1.6156915426254272,7.630775928497314,5,-1.2309360087783079,-0.6384035387770678,0.4228978193297815
8alt.pdb,6.442419528961182,1.6468197107315063,7.912293434143066,5,-0.5405411783418281,0.8591891706490838,0.5029411690417367
8alv.pdb,6.5113935470581055,0.8705751299858093,7.546227931976318,5,1.0089710376914403,-1.384451294538163,0.019572550798556423
8alw.pdb,6.116948127746582,1.7942520380020142,7.726722717285156,5,-1.3780828693375864,0.010762354485997905,0.6932967314440526
8am7.pdb,6.674026966094971,1.5892993211746216,7.973761081695557,6,-0.04931928702746508,1.211371428772908,0.5997077212443348
8anf.pdb,6.815623283386231,1.2468032836914062,7.972438812255859,8,0.8402845290339618,0.9672275173901441,0.20440682092181034
8aoy.pdb,6.884799003601074,1.26912260055542,7.949965953826904,8,0.9029426471924666,0.938519317330672,0.3887509354027445
8aps.pdb,6.514947414398193,1.4756776094436646,7.969489097595215,5,-0.08268933303125815,0.9819033005314706,0.1854281169101846
8aq1.pdb,6.783267498016357,1.4482148885726929,7.978933811187744,6,0.3991669366161601,1.1675694366545055,0.49673160896130447
8aqc.pdb,6.07292366027832,1.2404152154922483,7.704866409301758,5,-0.3774075518549336,-0.6423735416077802,-0.2900584828299877
8aqe.pdb,6.40217399597168,1.615903377532959,7.827882289886475,6,-0.5598988779848498,0.44823179041863603,0.5707645479303567
8aqz.pdb,6.74716329574585,1.3715635538101196,7.865634918212891,7,0.46989824188882423,0.5936545198038509,0.5516825214725242
8ar4.pdb,6.138000011444092,1.6405659914016724,7.8960771560668945,4,-1.0156307302402916,0.5893919389861898,0.09605448668385021
8ar5.pdb,6.951873302459717,1.4075027704238892,7.993704795837402,8,0.7490709433788795,1.2988708220110754,0.6326697170701472
8arg.pdb,6.650418758392334,1.5514763593673706,7.950405597686768,6,-0.01772349507308158,1.0614946300083983,0.5497188135320834
8aro.pdb,6.224551200866699,1.5507090091705322,7.595309257507324,5,-0.7581852265536698,-0.7076857656072397,0.6982150826028035
8arq.pdb,6.850281238555908,1.4165775775909424,7.921783447265625,7,0.5567888833150895,0.9395709074176749,0.6571905271763596
8arr.pdb,6.491845607757568,1.7837759256362915,7.920525074005127,6,-0.7261714064961319,1.0573532895372022,0.7946017254686989
8arw.pdb,6.429557800292969,1.5741283893585205,7.85280704498291,5,-0.430749578998716,0.5305585585043833,0.4837321541819163
8arx.pdb,6.511600971221924,1.4761720895767212,7.936995506286621,6,-0.0948715947149755,0.8434339524110679,0.250356051354321
8ary.pdb,6.315512657165527,1.5106538534164429,7.877624988555908,5,-0.48450306370409824,0.5007268261795725,0.15911352862074482
8arz.pdb,6.564724445343018,1.5395723581314087,7.99296236038208,6,-0.12322388057421325,1.1741663998550913,0.31769741822541453
8as1.pdb,6.050510883331299,1.6573108434677124,7.698324203491211,5,-1.2232049442676025,-0.2832138016673913,0.42031386211773614
8at9.pdb,5.904189586639404,1.3009419441223145,7.305616855621338,5,-0.8357655010510633,-2.3733228619962077,0.4224385584832774
8atp.pdb,6.411704063415527,1.6395692825317385,7.975884914398193,5,-0.5637905466960139,1.1002026554050037,0.3122266251824407
8au2.pdb,6.919707298278809,1.3347176313400269,7.986005783081055,8,0.8377365925589323,1.1757733433800743,0.4763677281629611
8aus.pdb,6.152440071105957,1.4922685623168943,7.571486949920654,5,-0.7638275166362077,-0.9105146221724757,0.5446427723331247
8auy.pdb,6.791956424713135,1.2102947235107422,7.85977029800415,7,0.8530219622282887,0.4425757130056897,0.34572161376137567
8av3.pdb,5.912446975708008,1.4592087268829346,7.527272224426269,4,-1.089493225415881,-1.2825963295455938,0.2412770999757815
8av4.pdb,6.599080562591553,1.510853886604309,7.957233428955078,6,-0.01932951739037025,1.0181847989767792,0.39174055187363116
8av7.pdb,6.721268653869629,0.7721217274665833,7.970503807067871,7,1.6109148036957597,0.44179032783767164,-0.7540041859255464
8av8.pdb,6.472798824310303,1.5819673538208008,7.940106391906738,7,-0.3613223061210819,0.9333961113757206,0.3737182758909432
8awg.pdb,6.553508758544922,1.5215554237365725,7.915045738220215,6,-0.12025121507594276,0.8216052652042957,0.43533606531589425
8axe.pdb,6.296597003936768,1.4695028066635132,7.933396339416504,6,-0.4246190264394307,0.683780544986444,-0.05758053695777083
8axu.pdb,6.572237491607666,1.554941177368164,7.937096118927002,6,-0.1512363014166793,0.9585848111421935,0.47344039894861917
8aze.pdb,6.5673370361328125,1.567467212677002,7.913394927978516,6,-0.18764082831292941,0.8677084245706259,0.5385725639824703
8b39.pdb,6.474754333496094,1.6949117183685305,7.978183269500732,5,-0.5704587264953752,1.2036172299945944,0.4931499032333971
8bwj.pdb,6.978363990783691,0.6330770254135132,7.672411441802978,5,2.235598263384887,-0.7818165523080062,-0.0023620773311500537
8bwx.pdb,7.046175479888916,0.6399033069610596,7.901370048522949,4,2.371795945034967,0.23220296233429394,-0.3793310592481129
8bwz.pdb,6.972287178039551,0.5953183174133301,7.528753757476807,5,2.27311832158561,-1.4268364060413627,0.2272417949223257
8bx0.pdb,7.173252105712891,0.9590722918510436,7.964529037475586,6,1.9660964223114492,0.8867854349147342,0.22407328321174377
8bx3.pdb,6.751936435699463,0.9128512740135192,7.605593681335449,5,1.3203784501156441,-0.9393646466311891,0.3077364390336545
8bx4.pdb,7.043782234191895,0.9491147994995116,7.872896194458008,5,1.7628176229396186,0.4082861059962826,0.21767729300225133
8bxi.pdb,6.840175151824951,0.8149596452713013,7.547618865966797,6,1.6401776314115972,-1.2209459471041704,0.3842142428966082
8bxm.pdb,6.7603607177734375,0.8329561948776245,7.898914337158203,6,1.542062110593132,0.2240389931259424,-0.44091971672403646
8bxn.pdb,7.290821552276611,0.5333148837089539,7.821437835693359,6,2.9533021672922257,-0.049733330383314095,-0.05047549512839947
8bxo.pdb,7.281354904174805,0.5019506812095642,7.849066734313965,6,3.0041181579938305,0.030327032503736067,-0.17713620638090272
8bxq.pdb,7.270992279052734,0.5117586255073547,7.811789512634277,6,2.9618337925731857,-0.12382666057021766,-0.09572981140767678
8bxs.pdb,6.7176899909973145,0.5371770858764648,7.1827311515808105,3,1.9180960549970338,-3.103019493213381,0.49840105430639997
8by9.pdb,7.291431427001953,0.5448078513145447,7.938019752502441,6,2.9531362891818973,0.4525179010991168,-0.2763619179306675
8byb.pdb,6.79469633102417,0.6198296546936035,7.28039026260376,3,1.8979488836153218,-2.5629041377233532,0.5448596973535522
8byc.pdb,6.828564167022705,0.7534893751144409,7.785830020904541,4,1.7842315901891144,-0.28469058135799896,-0.24390253561378628
8byd.pdb,6.609780788421631,0.5662865042686462,7.085246562957764,3,1.672247883821278,-3.554720729769745,0.6031092373723359
8bye.pdb,6.742856502532959,0.658234179019928,7.358393669128418,3,1.7551206339815446,-2.2308596028434797,0.37352010021738047
8byf.pdb,6.907329082489014,0.7206966876983643,7.932162761688232,4,1.9997314552264016,0.35039675831061706,-0.49965945910121157
8byg.pdb,7.19381856918335,0.5053122639656067,7.8445258140563965,3,2.857515237099424,-0.041775279698807885,-0.285382808317802
8byo.pdb,6.723593235015869,0.9634340405464172,7.417000770568848,5,1.1428985349775815,-1.7028656596262444,0.7553105032320041
8byy.pdb,6.9271440505981445,0.644922137260437,7.879507541656494,4,2.1687291556301997,0.06854488475874705,-0.49252838172246116
8byz.pdb,6.488546848297119,1.160627841949463,7.949553966522217,5,0.4830230679004496,0.5779119228163802,-0.35998806498873104
8bz0.pdb,6.165907382965088,0.964809238910675,7.243044376373291,5,0.22146405216060794,-2.792056828628091,0.33772086199070483
8bz9.pdb,6.355636596679688,1.1766204833984375,7.911407470703125,12,0.23362722466377153,0.34734370148052174,-0.43915887923880487
8bza.pdb,6.313751220703125,1.2958835363388062,7.9521565437316895,6,-0.05702850237036077,0.6067373467631607,-0.3763166442355699
8bzb.pdb,6.586286067962647,0.6006096601486206,7.357309818267822,4,1.6176626168009587,-2.3914193886904807,0.053848971288755876
8bzc.pdb,6.9187092781066895,0.8235850930213928,7.736349582672119,4,1.7826388107556856,-0.36766566557875024,0.11071352124747601
8bzd.pdb,6.929632663726807,0.6206685900688171,7.71007776260376,5,2.188990758899242,-0.6664793465115799,-0.1726636620906587
8bze.pdb,6.78824520111084,0.7983273863792419,7.971833229064941,5,1.6668544956031313,0.5156148065282637,-0.6163736558382649
8bzf.pdb,6.894418239593506,0.9648364186286926,7.708629608154297,5,1.4648757456485137,-0.3640673610597161,0.38179322184103714
8bzg.pdb,6.88523530960083,0.2621242105960846,7.13572883605957,4,2.7098188839061823,-3.4579205713602312,0.3542959184368446
8bzh.pdb,6.991961479187012,0.5526793003082275,7.728642463684082,5,2.4234439447069427,-0.613705674269175,-0.2426252812153928
8bzt.pdb,6.977790832519531,1.350394606590271,7.959970951080322,7,0.8949912014012238,1.1185549862825677,0.6409720399953776
8bzw.pdb,6.831514358520508,0.4535065591335296,7.245038032531738,3,2.2728395758883155,-2.848108493097152,0.3812278372457874
8c04.pdb,6.749446392059326,0.6161416172981262,7.688803195953369,4,1.90726652513411,-0.8761224978665684,-0.39022176022410693
8c0k.pdb,6.753586769104004,0.6317669749259949,7.638718128204346,4,1.8744405172747907,-1.0692849833251934,-0.2510376488580539
8c0l.pdb,7.422098636627197,0.5942915081977844,7.959619045257568,6,3.068907878813168,0.6749778456320645,-0.05095937490031778
8c42.pdb,6.864706516265869,0.8237617015838623,7.661971092224121,5,1.6828835485798002,-0.7153071079836701,0.19216109772461215
8c4f.pdb,6.75234317779541,1.1043086051940918,7.657534599304199,5,0.9589466590304839,-0.5362339824310365,0.5327668994018039
8c4g.pdb,6.41855001449585,1.2065658569335938,7.535254955291748,7,0.20731562226815425,-1.167017234791211,0.49845343276810883
8du6.pdb,6.301889896392822,1.3376774787902832,7.798028945922852,13,-0.184977370902609,-0.0095373825018319,0.006233967499124099
8du8.pdb,6.376425743103027,1.3615520000457764,7.960597515106201,14,-0.08321613980812219,0.7457053066035572,-0.19089271094889776
8du9.pdb,6.248189926147461,1.3311703205108645,7.838498115539551,13,-0.2504312888525385,0.12008619321255459,-0.16671697186390322
8dub.pdb,6.269996166229248,1.347720980644226,7.936685562133789,13,-0.23003084744662575,0.563377146378691,-0.31486383666827966
8duc.pdb,6.832939624786377,1.1713879108428955,7.855741500854492,8,0.9929836947826134,0.4145035338551732,0.3442213622003915
8dud.pdb,6.849094867706299,1.0951945781707764,7.972924709320068,8,1.1878057433118447,0.844906825465094,-0.014128581476397837
8dug.pdb,6.215101718902588,1.287588596343994,7.713246822357178,12,-0.24124106900165468,-0.47039417289572716,-0.02443422566570017
8duh.pdb,6.411727428436279,1.368595838546753,7.982605934143066,14,-0.03672954558778254,0.8678084173086548,-0.17528580275354877
8dui.pdb,6.195383548736572,1.2853111028671265,7.766507625579834,12,-0.2585207001320341,-0.2610247513409157,-0.16904601023216767
8dus.pdb,5.205668926239014,1.5859538316726685,7.378738880157471,11,-2.486763801724832,-2.239892716109069,-0.2218919525979666
8dv5.pdb,6.337850570678711,1.3453238010406494,7.970653057098389,13,-0.11126760834513388,0.7476506729125986,-0.29505402449678003
8dv7.pdb,6.27133846282959,1.3369271755218506,7.867153167724609,13,-0.21957434146625002,0.2611277130070864,-0.18460853540550523
8dv8.pdb,6.421550273895264,1.3758668899536133,7.955350875854492,14,-0.040160063373058774,0.7663705758613215,-0.09099718562320502
8dvb.pdb,6.425543308258057,1.375732660293579,7.958708763122559,14,-0.0329377367234206,0.782942410701147,-0.09269672215153892
8ev1.pdb,5.926435947418213,1.4257020950317385,7.760776519775391,11,-0.9598298906297096,-0.322811265193205,-0.29184426184606593
8ev2.pdb,6.1273274421691895,1.2551368474960327,7.81366491317749,11,-0.29967438529303186,-0.13523493822380406,-0.41778905618781664
8w03.pdb,6.001811027526856,1.1250827312469482,7.678482532501221,7,-0.2715317150668497,-0.9100811422119082,-0.5361708584274402
9bqe.pdb,6.414058208465576,1.359896898269653,7.89498233795166,14,-0.03204986878154483,0.4920465466528452,-0.0016720158367755755
